employee_id,full_name,gender,birth_date,hire_date,termination_date,employment_status_current,dept_code,job_code,band,position_code,is_manager,manager_employee_id,location_code,job_group_code,case_study_tag
E000427,Vũ Quý cô Nhật,F,1996-08-22,2010-04-01,,Active,01CN000080,M00110,Band 2,1CN00865,0,E001610,HNO02,RM,
E000428,Phạm Quý ông Phúc,M,1975-08-04,2019-11-01,2021-12-01,Terminated,01CN000072,MJ043S,Band 4,1CN00603,0,,HNO65,RM,
E000429,Dương Thị,M,1978-09-15,2020-10-01,,Active,01CN000006,MK061C,Band 2,1CN01135,0,E000605,HNO52,ARM,
E000430,Mai Phương Đức,M,1993-02-19,2018-04-01,2023-06-01,Terminated,01CN000057,MJ016E,Band 5,1CN00389,0,E000303,HCM01,RM,
E000431,Trần Thảo,F,1972-12-17,2019-05-01,2021-05-01,Terminated,01CN000003,BA013M,Band 6,1CN00017,1,E000684,DAN03,HH,
E000432,Dương Hạnh,F,1976-08-05,2018-04-01,2021-03-01,Terminated,01CN000002,MJ028S,Band 3,1CN01148,0,E001555,HCM48,BO,
E000433,Phạm Huy Quang,M,1978-04-05,2020-08-01,2023-12-01,Terminated,01QT000017,FA021S,Band 3,1QT00098,0,E000346,HSC01,BO,
E000434,Nguyễn Xuân,F,1972-10-25,2012-10-01,,Active,01CN000059,M00110,Band 2,1CN00700,0,E000454,BRV01,RM,
E000435,Mai Thành,M,1996-10-14,2018-06-01,,Active,01CN000042,MJ026M,Band 6,1CN01149,1,E000418,HNO01,TL,
E000436,Trần Kim,F,1994-01-06,2020-12-01,,Active,01CN000038,M00109,Band 3,1CN00030,0,E000484,KHO01,RM,
E000437,Đặng Lâm Văn,M,1973-01-02,2019-01-01,,Active,01CN000020,MJ043S,Band 4,1CN00780,0,E000058,HPH01,RM,
E000438,Lê Dũng,M,1979-03-08,2019-06-01,,Active,01CN000024,MK061C,Band 2,1CN00824,0,E000791,HNO49,ARM,
E000439,Dương Hưng Thế,M,1994-06-06,2020-01-01,,Active,01QT000017,FA021S,Band 3,1QT00098,0,E000346,HSC01,BO,
E000440,Dương Nhật,F,1999-09-28,2016-05-01,,Active,01CN000048,MJ161E,Band 5,1CN01244,0,E000682,HCM01,RM,
E000441,Trần Xuân,F,1971-09-06,2015-05-01,,Active,01CN000002,M00108,Band 4,1CN00932,0,E001235,HCM48,RM,
E000442,Phạm Thảo,F,1992-09-02,2019-02-01,2021-04-01,Terminated,01CN000020,MJ029S,Band 4,1CN01153,0,E000674,HPH01,RM,
E000443,Hoàng Phương,F,1998-09-09,2020-01-01,,Active,01CN000001,MJ011M,Band 5,1CN00533,1,E000186,HNO63,TL,
E000444,Phạm Khoa,M,1970-04-01,2019-01-01,2022-10-01,Terminated,01QT000017,FC048M,Band 5,1QT00167,1,E000346,HSC01,BO,
E000445,Phạm An,F,1978-12-27,2020-12-01,2021-02-01,Terminated,01CN000037,MJ028S,Band 3,1CN01184,0,E001817,HCM01,BO,
E000446,Trần Quý cô Hương,F,2000-08-15,2017-04-01,,Active,01CN000003,M00110,Band 2,1CN01098,0,E000930,DAN03,RM,
E000447,Hoàng Minh,M,1978-02-19,2018-02-01,,Active,01CN000010,MJ011M,Band 5,1CN00508,1,E001828,TDU01,TL,
E000448,Lê Nhật,F,1986-10-06,2020-07-01,2021-05-01,Terminated,01CN000076,AA052C,K,1CN01269,0,E001323,HCM04,BO,
E000449,Hoàng Quý cô An,F,1973-02-10,2017-10-01,,Active,01CN000087,MH037M,Band 6,1CN00713,1,E000622,HSC01,BO,
E000450,Bùi Khoa,F,1989-08-23,2019-05-01,2022-04-01,Terminated,01CN000021,MJ161E,Band 5,1CN01074,0,E000904,HCM01,RM,
E000451,Trần Hải,F,1978-02-18,2019-04-01,,Active,01CN000040,MJ043S,Band 4,1CN00878,0,E001676,HCM17,RM,
E000452,Mai Phương,F,1994-05-01,2010-01-01,,Active,01QT000023,FA026S,Band 3,1QT00019,0,E000621,HSC01,BO,
E000453,Dương Thành,M,1982-07-20,2004-11-01,,Active,01CN000059,M00109,Band 3,1CN00444,0,E001092,BRV01,RM,
E000454,Bùi Dương,F,2001-04-14,2019-05-01,,Active,01CN000059,MJ011M,Band 5,1CN01183,1,E001092,BRV01,TL,
E000455,Đặng Hạnh Văn,M,1989-06-01,2017-08-01,,Active,01CN000083,AA052C,K,1CN01301,0,E001726,HCM12,BO,
E000456,Phạm Linh,F,1999-04-08,2018-09-01,,Active,01CN000020,MK061C,Band 2,1CN00559,0,E000674,HPH01,ARM,
E000457,Hoàng Vi,F,1993-01-28,2015-12-01,,Active,01CN000027,MK061C,Band 2,1CN00430,0,E001029,HPH07,ARM,
E000458,Đặng Bảo Thị,M,1992-03-19,2019-01-01,2021-04-01,Terminated,01CN000019,MJ011S,Band 4,1CN00618,0,E000085,HNO39,BO,
E000459,Dương Hải Xuân,M,1993-04-02,2018-02-01,2021-06-01,Terminated,01CN000063,M00467,Band 6,1CN00304,0,E001764,HSC01,BO,
E000460,Trần Hoàng,M,1983-12-10,2020-03-01,2021-11-01,Terminated,01CN000067,MJ043S,Band 4,1CN01347,0,E001713,HCM19,RM,
E000461,Phạm Thảo,F,1989-11-03,2017-07-01,2022-08-01,Terminated,01CN000001,MJ029S,Band 4,1CN00911,0,E000318,HNO63,RM,
E000462,Nguyễn Trung,M,1982-11-24,2016-04-01,2024-06-01,Terminated,01CN000038,M00108,Band 4,1CN00007,0,E000484,KHO01,RM,
E000463,Bùi Phương,F,1989-06-09,2018-05-01,2025-03-01,Terminated,01CN000034,M00109,Band 3,1CN00525,0,E001777,HNO11,RM,
E000464,Phạm Ngọc,F,1981-11-22,2019-06-01,2022-11-01,Terminated,01CN000073,M00110,Band 2,1CN00599,0,E001544,HNO34,RM,
E000465,Đặng An,F,1984-12-27,2013-06-01,,Active,01CN000040,M00109,Band 3,1CN00578,0,E000014,HCM17,RM,
E000466,Bùi Thành,F,1996-04-04,2020-04-01,,Active,01QT000009,FC009S,Band 3,1QT00103,0,E000076,HSC01,BO,
E000467,Đặng Quý ông Thành,M,1979-08-28,2018-04-01,,Active,01CN000080,MJ028S,Band 3,1CN01077,0,E000879,HNO02,BO,
E000468,Đặng Châu Mai Bảo,M,1991-11-25,2019-03-01,2025-02-01,Terminated,01CN000085,AA052C,K,1CN00132,0,E001010,HNO44,BO,
E000469,Trần Hà Bảo,M,2002-07-22,2014-04-01,,Active,01CN000006,M00110,Band 2,1CN01376,0,E001586,HNO52,RM,
E000470,Vũ Vân,F,1996-04-07,2018-11-01,2025-08-01,Terminated,01CN000061,BA013M,Band 5,1CN00277,1,E001673,HCM29,HH,
E000471,Đặng Hà,F,1983-05-10,2020-08-01,,Active,01CN000024,MJ010S,Band 4,1CN01179,0,E000791,HNO49,BO,
E000472,Hoàng Nhật,F,1972-03-27,2020-04-01,,Active,01CN000009,MJ163S,Band 4,1CN00232,0,E000539,HCM01,RM,
E000473,Dương Yến,F,1983-05-10,2020-11-01,2021-11-01,Terminated,01CN000067,BA013M,Band 6,1CN01319,1,E000620,HCM19,HH,
E000474,Đặng Quý cô An,F,1973-08-08,2017-08-01,,Active,01CN000006,M00108,Band 4,1CN00275,0,E001586,HNO52,RM,
E000475,Nguyễn Dương,F,2002-03-08,2019-06-01,2025-08-01,Terminated,01CN000027,M00107,Band 4,1CN00593,0,E001029,HPH07,RM,
E000476,Bùi Dương,F,1979-12-20,2017-09-01,2022-02-01,Terminated,01QT000008,FA010C,Band 2,1QT00169,0,,HSC01,BO,
E000477,Nguyễn Phương Xuân,M,1990-05-27,2013-11-01,2023-01-01,Terminated,01QT000008,BC023S,Band 3,1QT00018,0,,HSC01,BO,
E000478,Nguyễn Trọng Mai,M,1984-09-16,2013-01-01,,Active,01CN000068,MJ026M,Band 5,1CN01217,1,E000826,HSC01,TL,
E000479,Đặng Vũ Hải,M,1986-07-07,2020-11-01,2023-11-01,Terminated,01CN000085,BA013M,Band 6,1CN00486,1,E001561,HNO44,HH,
E000480,Nguyễn Quý cô Khoa,F,1993-10-18,2014-04-01,,Active,01CN000040,MJ008C,Band 2,1CN00636,0,E001676,HCM17,BO,
E000481,Đặng Bảo Phú,M,1978-11-26,2020-12-01,2021-12-01,Terminated,01CN000006,MJ028S,Band 3,1CN00170,0,E000495,HNO52,BO,
E000482,Lê Duyên,F,1978-05-26,2018-08-01,,Active,01CN000074,MJ008C,Band 2,1CN01216,0,E001749,HCM40,BO,
E000483,Vũ Kim Tấn,M,1971-02-04,2017-11-01,2024-11-01,Terminated,01QT000002,AA052C,K,1QT00085,0,E000968,HSC01,BO,
E000484,Nguyễn Hà,F,1991-07-23,2019-06-01,2022-01-01,Terminated,01CN000038,MJ011M,Band 5,1CN00128,1,E001747,KHO01,TL,
E000485,Mai Nhật,F,2002-09-11,2019-08-01,,Active,01CN000033,M00110,Band 2,1CN01111,0,E001309,HNO01,RM,
E000486,Vũ Thảo,F,2002-03-02,2018-07-01,,Active,01CN000017,MK092C,Band 2,1CN01209,0,E000551,HNO01,ARM,
E000487,Vũ Trọng,M,1976-10-23,2019-12-01,2023-11-01,Terminated,01CN000085,MJ028S,Band 3,1CN01195,0,E000423,HNO44,BO,
E000488,Lê Tú,M,1976-10-17,2019-01-01,2024-08-01,Terminated,01CN000009,MJ163S,Band 4,1CN00232,0,E001256,HCM01,RM,
E000489,Lê Bảo,M,1989-02-12,2020-11-01,,Active,01CN000057,MJ016E,Band 5,1CN01232,0,E000542,HNO01,RM,
E000490,Đặng Dũng,M,1989-01-15,2017-12-01,,Active,01CN000061,MJ044S,Band 3,1CN00788,0,E001424,HCM29,RM,
E000491,Mai Vân,F,1972-08-02,2016-04-01,,Active,01CN000010,MJ029S,Band 4,1CN00781,0,E001828,TDU01,RM,
E000492,Lê Hạnh Xuân,M,1974-05-21,2017-09-01,,Active,01CN000085,BA013M,Band 6,1CN00486,1,E000194,HNO44,HH,
E000493,Trần Phương Hải,M,1994-01-07,2020-06-01,2021-02-01,Terminated,01CN000023,MK015S,Band 3,1CN00143,0,E001368,DAN01,ARM,
E000494,Dương Hoàng Hải,M,1970-07-22,2019-02-01,2021-09-01,Terminated,01CN000070,MJ043S,Band 4,1CN00212,0,E000664,BNI01,RM,
E000495,Mai Quang,M,2001-03-02,2018-01-01,,Active,01CN000006,BA013M,Band 6,1CN00405,1,E000605,HNO52,HH,
E000496,Hoàng Nhật Trí,M,2002-08-12,2017-01-01,2022-03-01,Terminated,01CN000024,AA052C,K,1CN00150,0,E000795,HNO49,BO,
E000497,Vũ Hương,F,1991-05-13,2015-04-01,,Active,01CN000024,MJ043S,Band 4,1CN00663,0,E000791,HNO49,RM,
E000498,Bùi Quý ông Minh,M,2000-04-02,2017-09-01,,Active,01CN000025,MM008C,Band 3,1CN01276,0,E001532,HSC01,BO,
E000499,Đặng Lan,F,1970-07-13,2018-10-01,,Active,01CN000062,MJ036M,Band 6,1CN01047,1,E001873,HNO17,HH,
E000500,Dương Chi,F,1978-04-11,2020-12-01,2023-07-01,Terminated,01CN000023,MJ008C,Band 2,1CN00812,0,E000707,DAN01,BO,
E000501,Lê Bảo Xuân,M,1993-06-26,2021-01-01,2025-03-01,Terminated,01CN000074,AA052C,K,1CN00939,0,E001103,HCM40,BO,
E000502,Trần Ánh,F,1991-11-03,2021-01-01,2021-07-01,Terminated,01CN000001,MJ043S,Band 4,1CN01075,0,E000186,HNO63,RM,
E000503,Lê Khoa Xuân,M,1995-05-17,2021-01-01,2023-04-01,Terminated,01CN000032,MJ161E,Band 5,1CN00576,0,,HNO01,RM,
E000504,Đặng Nhật Hải,M,1983-07-18,2021-01-01,2021-03-01,Terminated,01QT000018,MM008C,Band 3,1QT00034,0,E000929,HSC01,BO,
E000505,Phạm Hà Đức,M,1978-07-16,2021-01-01,2021-08-01,Terminated,01CN000067,M00110,Band 2,1CN01327,0,E000620,HCM19,RM,
E000506,Vũ Hải,F,1978-01-20,2021-01-01,,Active,01CN000059,MJ043S,Band 4,1CN00262,0,E001613,BRV01,RM,
E000507,Lê Vân,F,1989-04-21,2021-01-01,2023-10-01,Terminated,01CN000068,MK091S,Band 3,1CN00838,0,E000371,HSC01,ARM,
E000508,Hoàng Phúc Tấn,M,1995-07-23,2021-01-01,2023-07-01,Terminated,01CN000053,MJ163S,Band 4,1CN01364,0,E000843,HCM01,RM,
E000509,Trần Nam,M,1983-06-20,2021-01-01,,Active,01QT000010,FC003S,Band 4,1QT00137,0,E001503,HSC01,BO,
E000510,Hoàng Dương,F,1971-05-11,2021-01-01,,Active,01CN000024,AA052C,K,1CN00484,0,E000791,HNO49,BO,
E000511,Bùi Khoa,F,1984-09-26,2021-01-01,,Active,01CN000060,M00110,Band 2,1CN00187,0,E000824,HCM32,RM,
E000512,Mai Châu,M,1972-02-02,2021-01-01,2024-08-01,Terminated,01CN000087,MH051S,Band 3,1CN00954,0,E000622,HSC01,BO,
E000513,Phạm Nhật,F,1998-03-21,2021-01-01,,Active,01QT000024,FA008S,Band 4,1QT00184,0,E001866,HSC01,BO,
E000514,Trần Chi,F,2001-12-18,2021-01-01,2023-11-01,Terminated,01CN000041,MJ011M,Band 5,1CN00245,1,E000218,HNO17,TL,
E000515,Dương Phúc,M,1971-01-19,2021-01-01,,Active,01CN000074,M00108,Band 4,1CN00808,0,E000345,HCM40,RM,
E000516,Phạm Quý ông Bảo,M,1996-02-11,2021-02-01,2024-02-01,Terminated,01CN000008,MK034S,Band 3,1CN00327,0,E001046,HCM29,ARM,
E000517,Đặng Khoa Trí,M,1976-10-26,2021-02-01,2023-02-01,Terminated,01QT000024,FA010M,Band 6,1QT00162,1,E000735,HSC01,BO,
E000518,Bùi Nhật Phú,M,1990-11-04,2021-02-01,2021-05-01,Terminated,01CN000025,MM008C,Band 2,1CN00103,0,E000112,HSC01,BO,
E000519,Mai Thành,F,1973-07-15,2021-02-01,2024-06-01,Terminated,01CN000025,MM020D,Band 8,1CN00321,1,E001472,HSC01,BO,
E000520,Phạm Linh,F,1992-04-03,2021-02-01,2022-08-01,Terminated,01QT000002,FC028S,Band 4,1QT00170,0,E000257,HSC01,BO,
E000521,Dương Thảo,F,1994-11-21,2021-02-01,,Active,01CN000022,MJ029S,Band 4,1CN00318,0,E001402,CTH01,RM,
E000522,Nguyễn Hoàng Đức,M,1989-10-23,2021-02-01,2025-01-01,Terminated,01CN000041,AA052C,K,1CN01116,0,E000026,HNO17,BO,
E000523,Bùi Quý cô Khoa,F,1999-10-05,2021-02-01,2024-08-01,Terminated,01CN000040,M00110,Band 2,1CN00573,0,E000595,HCM17,RM,
E000524,Hoàng Phúc Tấn,M,1975-06-14,2021-02-01,,Active,01CN000001,M00108,Band 4,1CN01383,0,E000186,HNO63,RM,
E000525,Dương Lâm Xuân,M,1982-07-09,2021-02-01,,Active,01CN000004,MK059C,Band 2,1CN01337,0,E000906,HSC01,BO,
E000526,Vũ Quý cô Xuân,F,1973-11-13,2021-02-01,2023-02-01,Terminated,01CN000040,M00107,Band 4,1CN01298,0,E000595,HCM17,RM,
E000527,Bùi Hương,F,1999-04-24,2021-02-01,2022-10-01,Terminated,01CN000070,MJ028S,Band 3,1CN00037,0,E000624,BNI01,BO,
E000528,Hoàng Mai,F,1997-02-04,2021-02-01,2024-01-01,Terminated,01CN000076,AA052C,K,1CN01269,0,E000139,HCM04,BO,
E000529,Vũ An Thị,M,2000-05-27,2021-02-01,2023-06-01,Terminated,01CN000048,MK090S,Band 4,1CN00104,0,E001568,HCM01,ARM,
E000530,Mai Quý ông Khoa,M,1970-12-07,2021-02-01,2025-02-01,Terminated,01CN000067,M00110,Band 2,1CN01327,0,E001713,HCM19,RM,
E000531,Trần Ánh,F,1996-02-24,2021-03-01,,Active,01CN000064,MH040S,Band 4,1CN00156,0,E000646,HSC01,BO,
E000532,Đặng Anh,M,1984-06-23,2021-03-01,2025-02-01,Terminated,01CN000060,M00110,Band 2,1CN00187,0,E001186,HCM32,RM,
E000533,Bùi Hưng,M,1978-11-17,2021-03-01,2021-08-01,Terminated,01CN000068,MJ162E,Band 5,1CN00721,0,E000314,HSC01,RM,
E000534,Mai Nhiên,M,1985-12-27,2021-03-01,2024-03-01,Terminated,01CN000020,MK015S,Band 3,1CN00570,0,E000674,HPH01,ARM,
E000535,Mai Thành,F,1987-06-15,2021-03-01,,Active,01CN000023,MJ008C,Band 2,1CN00812,0,E000707,DAN01,BO,
E000536,Mai Hà Hữu,M,1990-11-01,2021-03-01,2021-05-01,Terminated,01QT000010,M00139,Band 5,1QT00043,0,E001428,HSC01,BO,
E000537,Hoàng Trọng,M,1982-12-23,2021-03-01,,Active,01CN000061,MK061C,Band 2,1CN00421,0,E001424,HCM29,ARM,
E000538,Trần Hoàng,M,1996-06-01,2021-03-01,2022-06-01,Terminated,01CN000002,M00110,Band 2,1CN00202,0,E001235,HCM48,RM,
E000539,Đặng Vi,F,1973-03-14,2021-03-01,2021-06-01,Terminated,01CN000009,MJ026M,Band 6,1CN00269,1,E001256,HCM01,TL,
E000540,Hoàng Lâm,F,1983-04-21,2021-03-01,,Active,01CN000002,MJ028S,Band 3,1CN01148,0,E001235,HCM48,BO,
E000541,Nguyễn Ngọc,F,1984-01-16,2021-03-01,,Active,01QT000005,FC014M,Band 5,1QT00048,1,E000873,HSC01,BO,
E000542,Đặng Nhật,F,1996-06-16,2021-03-01,2023-02-01,Terminated,01CN000057,MM016D,Band 7,1CN00754,1,E000248,HNO01,HH,
E000543,Hoàng Quý ông Hoàng,M,1991-07-24,2021-03-01,2021-06-01,Terminated,01CN000072,MJ044S,Band 3,1CN00190,0,,HNO65,RM,
E000544,Hoàng Thành,F,1989-08-28,2021-03-01,2023-03-01,Terminated,01CN000027,M00109,Band 3,1CN00896,0,E001029,HPH07,RM,
E000545,Hoàng Kim,F,2001-02-12,2021-03-01,2023-02-01,Terminated,01CN000019,MJ029S,Band 4,1CN01218,0,E000085,HNO39,RM,
E000546,Mai Phương,F,1971-12-06,2021-03-01,2021-04-01,Terminated,01CN000023,MJ011S,Band 4,1CN01192,0,E001284,DAN01,BO,
E000547,Nguyễn Châu,M,1981-01-03,2021-04-01,2021-05-01,Terminated,01CN000003,MJ011M,Band 4,1CN00345,0,E001769,DAN03,TL,
E000548,Trần Hải,F,1987-11-15,2021-04-01,2025-03-01,Terminated,01CN000078,MK044S,Band 4,1CN00139,0,E001082,HSC01,BO,
E000549,Nguyễn Vi,F,1989-10-22,2021-04-01,,Active,01QT000012,FA031S,Band 4,1QT00174,0,,HSC01,BO,
E000550,Hoàng Dương,F,1986-03-12,2021-04-01,,Active,01QT000008,FA010C,Band 2,1QT00169,0,,HSC01,BO,
E000551,Nguyễn Nhật,F,1970-02-20,2021-04-01,2021-12-01,Terminated,01CN000017,MJ026M,Band 6,1CN00290,1,E001668,HNO01,TL,
E000552,Hoàng Vân,F,1974-12-19,2021-04-01,,Active,01CN000034,MJ029S,Band 4,1CN01028,0,E001777,HNO11,RM,
E000553,Phạm Ánh,F,1973-07-14,2021-04-01,,Active,01CN000083,BA013M,Band 6,1CN00735,1,E000970,HCM12,HH,
E000554,Trần Duyên,F,1978-07-18,2021-04-01,2022-01-01,Terminated,01CN000085,MJ011S,Band 4,1CN00826,0,E000194,HNO44,BO,
E000555,Dương An,F,1998-02-24,2021-04-01,2021-05-01,Terminated,01QT000010,FC006M,Band 6,1QT00165,1,E000005,HSC01,BO,
E000556,Bùi Quý cô Bảo,F,1993-08-08,2021-04-01,,Active,01CN000070,M00107,Band 4,1CN00305,1,E001812,BNI01,RM,
E000557,Mai Kim,F,1997-08-24,2021-04-01,2022-04-01,Terminated,01CN000071,MJ161E,Band 5,1CN00268,0,E001720,HNO01,RM,
E000558,Lê Yến,F,1990-10-27,2021-04-01,2022-04-01,Terminated,01CN000080,MJ008C,Band 2,1CN00569,0,E001610,HNO02,BO,
E000559,Dương Tùng Tấn,M,1985-12-17,2021-04-01,,Active,01CN000010,BA013M,Band 6,1CN00303,1,E001828,TDU01,HH,
E000560,Dương Phúc,M,1973-08-22,2021-04-01,,Active,01CN000078,MK031C,Band 2,1CN00723,0,E001082,HSC01,BO,
E000561,Vũ Hải,F,1986-02-05,2021-04-01,,Active,01QT000013,FA014C,Band 1,1QT00096,0,E001101,HSC01,BO,
E000562,Vũ Quang,M,1976-08-05,2021-04-01,,Active,01CN000068,MK092C,Band 2,1CN00264,0,E000314,HSC01,ARM,
E000563,Vũ Hạnh,F,1971-04-25,2021-05-01,2025-05-01,Terminated,01CN000022,AA052C,K,1CN00614,0,E001402,CTH01,BO,
E000564,Dương Nhật,F,1979-11-12,2021-05-01,,Active,01QT000003,M00362,Band 3,1QT00055,0,E000245,HSC01,BO,
E000565,Mai Nhật Phú,M,1994-02-03,2021-05-01,2024-11-01,Terminated,01CN000057,M00391,Band 4,1CN00408,0,E000866,HSC01,BO,
E000566,Hoàng Hà,F,2000-05-22,2021-05-01,2022-05-01,Terminated,01CN000074,M00108,Band 4,1CN00808,0,E001749,HCM40,RM,
E000567,Lê Quý ông Quang,M,1986-01-25,2021-05-01,2025-04-01,Terminated,01CN000087,MH037M,Band 6,1CN00713,1,E001818,HSC01,BO,
E000568,Trần Hạnh,F,1999-10-22,2021-05-01,2022-12-01,Terminated,01CN000032,MJ026M,Band 5,1CN00213,0,,HNO01,TL,
E000569,Vũ Quý cô Hải,F,1991-08-13,2021-05-01,2025-11-01,Terminated,01CN000057,M00392,Band 3,1CN00590,0,E001023,HSC01,BO,
E000570,Mai Trung,M,1989-07-09,2021-05-01,,Active,01CN000085,M00109,Band 3,1CN00801,0,E000479,HNO44,RM,
E000571,Trần Bảo,F,1989-07-25,2021-05-01,2021-10-01,Terminated,01CN000017,MJ161E,Band 5,1CN00049,0,E001668,HNO01,RM,
E000572,Mai Quang Thị,M,1998-01-26,2021-05-01,2022-05-01,Terminated,01QT000024,FA045S,Band 3,1QT00031,0,E000735,HSC01,BO,
E000573,Trần Quang Thị,M,1987-09-09,2021-05-01,2023-09-01,Terminated,01CN000041,MJ028S,Band 3,1CN00703,0,E000514,HNO17,BO,
E000574,Trần Châu,M,1979-01-06,2021-05-01,,Active,01CN000048,AA052C,K,1CN00501,0,E001568,HCM01,ARM,
E000575,Bùi Nam Xuân,M,2001-11-06,2021-05-01,2022-11-01,Terminated,01QT000013,AA052C,K,1QT00037,0,E000898,HSC01,BO,
E000576,Vũ Quý ông Trung,M,2002-04-18,2021-05-01,,Active,01CN000001,AA052C,K,1CN00841,0,E001086,HNO63,BO,
E000577,Trần Hạnh Thị,M,1975-12-12,2021-05-01,2024-03-01,Terminated,01CN000080,MK061C,Band 2,1CN01220,0,E001610,HNO02,ARM,
E000578,Nguyễn Phương,F,1980-03-04,2021-05-01,2022-06-01,Terminated,01CN000003,MJ029S,Band 4,1CN01305,0,E001800,DAN03,RM,
E000579,Lê Kim,F,1993-07-25,2021-06-01,2024-05-01,Terminated,01CN000053,MJ161E,Band 5,1CN00913,0,E000843,HCM01,RM,
E000580,Dương Thành,M,1998-04-28,2021-06-01,,Active,01CN000068,MK092C,Band 2,1CN00264,0,E000689,HSC01,ARM,
E000581,Nguyễn Khoa Thị,M,1998-05-08,2021-06-01,2024-03-01,Terminated,01CN000006,M00109,Band 3,1CN00868,0,E001586,HNO52,RM,
E000582,Vũ Thành,F,1994-07-01,2021-06-01,,Active,01CN000069,M00107,Band 4,1CN00059,0,E001693,HCM41,RM,
E000583,Lê Quý cô Xuân,F,1973-07-24,2021-06-01,,Active,01QT000007,FC051M,Band 6,1QT00050,1,E001412,HSC01,BO,
E000584,Trần Trung,M,2000-08-12,2021-06-01,,Active,01CN000002,M00109,Band 3,1CN00109,0,E001555,HCM48,RM,
E000585,Dương Nhật,F,1976-10-25,2021-06-01,,Active,01QT000005,M00141,Band 5,1QT00127,0,E000541,HSC01,BO,
E000586,Nguyễn Nhật Xuân,M,1988-10-12,2021-06-01,,Active,01CN000027,MJ008C,Band 2,1CN00544,0,E001029,HPH07,BO,
E000587,Phạm Khoa,F,2001-03-07,2021-06-01,2022-04-01,Terminated,01CN000017,MJ161E,Band 5,1CN00049,0,E001668,HNO01,RM,
E000588,Bùi Khoa,F,1974-08-06,2021-06-01,2021-11-01,Terminated,01CN000003,M00108,Band 4,1CN00994,0,E000930,DAN03,RM,
E000589,Bùi Vũ,M,1982-12-04,2021-06-01,2022-06-01,Terminated,01CN000070,MK061C,Band 2,1CN01163,0,E001812,BNI01,ARM,
E000590,Lê Phúc,M,1976-05-23,2021-06-01,,Active,01CN000022,MJ011M,Band 5,1CN00931,1,E001367,CTH01,TL,
E000591,Nguyễn Quang,M,1990-05-10,2021-06-01,,Active,01CN000038,MJ011M,Band 5,1CN00128,1,E001262,KHO01,TL,
E000592,Dương Quý cô Lâm,F,1989-06-23,2021-06-01,2022-12-01,Terminated,01CN000083,M00108,Band 4,1CN00833,0,E000553,HCM12,RM,
E000593,Hoàng Hạnh,F,2001-06-24,2021-06-01,,Active,01CN000048,MJ163S,Band 4,1CN00852,0,E000682,HCM01,RM,
E000594,Đặng Anh,M,1977-03-26,2021-06-01,,Active,01QT000008,BC023S,Band 3,1QT00018,0,,HSC01,BO,
E000595,Trần An,F,1986-11-17,2021-07-01,2022-07-01,Terminated,01CN000040,BA013M,Band 6,1CN00769,1,E000014,HCM17,HH,
E000596,Bùi Phúc,M,1996-04-23,2021-07-01,2024-10-01,Terminated,01CN000041,MK061C,Band 2,1CN00406,0,E000899,HNO17,ARM,
E000597,Vũ Hải,F,1980-02-09,2021-07-01,,Active,01CN000072,AA052C,K,1CN01124,0,,HNO65,BO,
E000598,Lê Lâm,F,1976-08-22,2021-07-01,,Active,01CN000065,MJ162E,Band 5,1CN00369,0,E001717,HCM01,RM,
E000599,Hoàng Chi,F,1986-06-21,2021-07-01,2022-03-01,Terminated,01QT000008,BC022S,Band 4,1QT00104,0,,HSC01,BO,
E000600,Mai Quý cô Nhật,F,1990-04-21,2021-07-01,2024-03-01,Terminated,01CN000003,MJ008C,Band 2,1CN00063,0,E000930,DAN03,BO,
E000601,Phạm Vi,F,1971-06-04,2021-07-01,,Active,01CN000010,MK015S,Band 3,1CN00309,0,E001222,TDU01,ARM,
E000602,Dương Vân,F,1987-12-16,2021-07-01,,Active,01QT000022,VE001S,Band 4,1QT00079,0,E000180,HSC01,BO,
E000603,Nguyễn Hà Đức,M,1989-08-17,2021-07-01,2021-11-01,Terminated,01CN000070,MJ029S,Band 4,1CN01050,0,E001812,BNI01,RM,
E000604,Mai Khoa,F,1991-11-10,2021-07-01,2021-09-01,Terminated,01CN000080,M00108,Band 4,1CN00763,0,E001610,HNO02,RM,
E000605,Mai Phúc Tấn,M,1970-04-04,2021-07-01,2023-12-01,Terminated,01CN000006,BA013M,Band 6,1CN00405,1,E001586,HNO52,HH,
E000606,Hoàng Trung,M,1977-12-12,2021-07-01,2022-12-01,Terminated,01CN000044,MK015S,Band 3,1CN00985,0,E001078,QNI01,ARM,
E000607,Mai Xuân,F,1987-01-26,2021-07-01,2022-06-01,Terminated,01CN000085,M00108,Band 4,1CN00605,0,E000195,HNO44,RM,
E000608,Lê Bảo,M,1972-12-28,2021-07-01,,Active,01CN000040,MJ010S,Band 4,1CN01339,0,E001676,HCM17,BO,
E000609,Nguyễn Quý cô Duyên,F,1994-02-22,2021-07-01,,Active,01CN000042,MK091S,Band 3,1CN01186,0,E001053,HNO01,ARM,
E000610,Nguyễn Yến,F,1989-10-23,2021-07-01,,Active,01CN000020,MJ008C,Band 2,1CN00827,0,E000674,HPH01,BO,
E000611,Nguyễn Ánh,F,1996-07-17,2021-07-01,,Active,01CN000012,MJ028S,Band 3,1CN00672,0,E000793,HNO59,BO,
